FID,Shape,TARGET_FID,nitr_ran,lat,long
1538,Point,15390,1.071318,45.1861,-87.1218
249,Point,2500,1.07415,43.1245,-88.1776
1832,Point,18340,1.074484,46.1916,-91.3627
1735,Point,17370,1.075026,45.8505,-92.7235
1676,Point,16780,1.081867,45.5375,-88.936
715,Point,7160,1.08962,43.9219,-88.277
757,Point,7580,1.095187,44.0133,-88.5348
502,Point,5030,1.101272,43.4747,-88.882
1354,Point,13550,1.101992,44.9125,-88.6487
1666,Point,16680,1.104622,45.5122,-91.3727
1799,Point,18010,1.104946,46.0383,-88.9974
843,Point,8440,1.107159,44.1925,-88.4829
990,Point,9910,1.113569,44.3992,-87.9359
865,Point,8660,1.114502,44.2197,-88.7876
775,Point,7760,1.119879,44.0428,-88.8526
1798,Point,18000,1.120711,46.0341,-92.211
1199,Point,12000,1.120871,44.6291,-90.0079
1812,Point,18140,1.12718,46.0947,-89.0793
1656,Point,16580,1.129097,45.4861,-88.9687
369,Point,3700,1.135201,43.3033,-88.3023
1136,Point,11370,1.144233,44.5583,-90.2599
174,Point,1750,1.146561,43.015,-88.4495
1823,Point,18250,1.147925,46.1405,-89.2913
596,Point,5970,1.167274,43.6397,-88.4207
887,Point,8880,1.174668,44.2542,-88.3237
434,Point,4350,1.182008,43.3872,-88.2687
1696,Point,16980,1.183316,45.6516,-92.8588
645,Point,6460,1.186761,43.7711,-88.4615
199,Point,2000,1.189377,43.047,-88.0548
1189,Point,11900,1.191937,44.6192,-87.804
930,Point,9310,1.192385,44.315,-88.1854
227,Point,2280,1.193998,43.0914,-88.1976
1770,Point,17720,1.196386,45.9566,-89.574
257,Point,2580,1.197073,43.137,-88.1859
1602,Point,16040,1.201109,45.3514,-92.6166
1836,Point,18380,1.201928,46.2255,-89.8324
1059,Point,10600,1.203932,44.4758,-88.1634
1019,Point,10200,1.211045,44.4305,-88.4068
1749,Point,17510,1.213077,45.895,-92.553
1731,Point,17330,1.213704,45.8372,-92.0816
1793,Point,17950,1.217068,46.0125,-89.6724
239,Point,2400,1.218951,43.1106,-88.5104
509,Point,5100,1.220037,43.4853,-88.2301
1665,Point,16670,1.220391,45.5111,-89.5768
182,Point,1830,1.231934,43.0264,-88.3904
1017,Point,10180,1.234341,44.4292,-88.1312
929,Point,9300,1.236814,44.3139,-88.1207
183,Point,1840,1.270833,43.0278,-87.9056
1853,Point,18550,1.272619,46.5397,-90.7318
660,Point,6610,1.276209,43.7922,-88.4846
440,Point,4410,1.276786,43.3933,-88.2451
1127,Point,11280,1.280645,44.5522,-87.8887
1090,Point,10910,1.283157,44.5108,-88.1707
1471,Point,14720,1.283527,45.0694,-87.6665
886,Point,8870,1.28722,44.2533,-87.9682
1167,Point,11680,1.291328,44.5903,-88.1137
888,Point,8890,1.294143,44.255,-87.8965
1508,Point,15090,1.295741,45.1375,-89.7962
796,Point,7970,1.296553,44.0989,-88.1632
105,Point,1060,1.302212,42.8047,-88.1306
1659,Point,16610,1.306848,45.4952,-88.4362
397,Point,3980,1.307261,43.333,-88.9459
222,Point,2230,1.307331,43.0845,-88.1112
1135,Point,11360,1.314473,44.5575,-88.0707
1649,Point,16510,1.335614,45.4802,-88.9954
1157,Point,11580,1.354217,44.5811,-88.1001
363,Point,3640,1.354362,43.2947,-87.909
958,Point,9590,1.354794,44.3564,-88.2521
1820,Point,18220,1.356804,46.13,-89.271
291,Point,2920,1.359318,43.1764,-87.9768
671,Point,6720,1.360834,43.8139,-88.3032
287,Point,2880,1.363659,43.1697,-88.1518
1612,Point,16140,1.373136,45.3864,-91.0104
883,Point,8840,1.375834,44.248,-87.9456
201,Point,2020,1.379737,43.0506,-88.2173
1036,Point,10370,1.384414,44.4503,-87.979
610,Point,6110,1.38699,43.6739,-88.0745
1654,Point,16560,1.388707,45.4841,-88.9812
144,Point,1450,1.393458,42.9456,-88.0459
641,Point,6420,1.398471,43.76,-88.0107
786,Point,7870,1.398497,44.0691,-88.5373
1727,Point,17290,1.399512,45.8199,-92.1991
1700,Point,17020,1.406934,45.66,-88.4473
1096,Point,10970,1.409094,44.5172,-88.7034
1704,Point,17060,1.409423,45.678,-92.7216
320,Point,3210,1.417269,43.2167,-87.9265
656,Point,6570,1.425469,43.7878,-88.449
488,Point,4890,1.43118,43.4578,-88.0056
585,Point,5860,1.442494,43.6193,-88.0356
797,Point,7980,1.443602,44.1025,-88.6534
1653,Point,16550,1.453812,45.4836,-88.9651
1663,Point,16650,1.457586,45.5059,-88.0994
588,Point,5890,1.459746,43.6247,-88.0734
710,Point,7110,1.461448,43.913,-88.7268
358,Point,3590,1.462986,43.2853,-87.9709
627,Point,6280,1.4653,43.723,-87.7387
954,Point,9550,1.467988,44.3522,-87.8312
1672,Point,16740,1.472893,45.5264,-88.9501
165,Point,1660,1.476165,43.0045,-87.9781
842,Point,8430,1.489771,44.1917,-88.7073
114,Point,1150,1.49978,42.8317,-88.2956
486,Point,4870,1.508208,43.4558,-88.167
1595,Point,15960,1.508578,45.3236,-89.631
1085,Point,10860,1.519589,44.5033,-88.0807
1098,Point,10990,1.525526,44.5194,-90.179
1542,Point,15430,1.529918,45.1916,-89.921
159,Point,1600,1.530518,42.987,-88.2281
330,Point,3310,1.539318,43.2292,-87.947
413,Point,4140,1.542988,43.3547,-88.3748
1722,Point,17240,1.548026,45.7941,-92.5588
88,Point,890,1.54871,42.7459,-87.9995
654,Point,6550,1.566536,43.7855,-88.3446
1680,Point,16820,1.571012,45.5525,-88.7093
854,Point,8550,1.571719,44.2044,-88.3393
955,Point,9560,1.577503,44.3536,-87.7887
1728,Point,17300,1.582277,45.8236,-92.553
609,Point,6100,1.601189,43.6708,-88.7946
1790,Point,17920,1.605165,46.0047,-92.1771
1437,Point,14380,1.605633,45.0128,-87.3409
1763,Point,17650,1.619252,45.9366,-89.136
185,Point,1860,1.619591,43.0306,-87.9209
1029,Point,10300,1.623709,44.4419,-87.8356
205,Point,2060,1.624318,43.0567,-88.4765
995,Point,9960,1.625192,44.4061,-87.8882
573,Point,5740,1.625293,43.6003,-88.2895
1063,Point,10640,1.631538,44.4811,-89.7368
1757,Point,17590,1.634542,45.9177,-92.5527
200,Point,2010,1.639462,43.0489,-88.0845
1842,Point,18440,1.642202,46.3572,-90.688
1015,Point,10160,1.644668,44.4278,-87.9276
482,Point,4830,1.649132,43.4505,-88.9357
1644,Point,16460,1.650462,45.4733,-88.9409
186,Point,1870,1.655592,43.032,-88.1967
1737,Point,17390,1.662412,45.8602,-92.4252
321,Point,3220,1.665904,43.2178,-87.9812
218,Point,2190,1.6676,43.0789,-88.0579
1681,Point,16830,1.675083,45.5586,-88.7209
1145,Point,11460,1.676794,44.5675,-87.847
1642,Point,16440,1.678032,45.4686,-88.6626
89,Point,900,1.679576,42.7503,-87.8556
487,Point,4880,1.687513,43.4569,-88.904
1148,Point,11490,1.68911,44.57,-90.0507
197,Point,1980,1.697543,43.0445,-88.0706
213,Point,2140,1.699201,43.0711,-88.4443
452,Point,4530,1.700179,43.4106,-88.194
264,Point,2650,1.703423,43.147,-88.244
607,Point,6080,1.706282,43.6664,-88.8182
771,Point,7720,1.710737,44.0355,-88.5362
1710,Point,17120,1.714336,45.7088,-88.4257
450,Point,4510,1.716386,43.4075,-87.8551
1765,Point,17670,1.716751,45.9416,-89.2682
1274,Point,12750,1.720648,44.7853,-87.6404
521,Point,5220,1.723954,43.5058,-87.9598
1759,Point,17610,1.72553,45.9247,-89.8952
293,Point,2940,1.729476,43.1781,-87.9156
639,Point,6400,1.733379,43.7544,-88.3026
976,Point,9770,1.736579,44.383,-87.9634
134,Point,1350,1.738295,42.9167,-87.9298
85,Point,860,1.739092,42.7397,-87.9348
99,Point,1000,1.745289,42.7831,-87.8554
1045,Point,10460,1.748917,44.4594,-88.2362
250,Point,2510,1.751235,43.1256,-87.9276
1171,Point,11720,1.764432,44.5961,-88.7265
1166,Point,11670,1.768378,44.5894,-87.7751
1005,Point,10060,1.785334,44.4169,-87.979
170,Point,1710,1.787714,43.01,-87.9623
667,Point,6680,1.797413,43.8067,-87.7915
841,Point,8420,1.798753,44.1903,-88.6234
1086,Point,10870,1.800291,44.5047,-88.1884
736,Point,7370,1.800664,43.9641,-88.9448
131,Point,1320,1.802719,42.9025,-87.849
244,Point,2450,1.810836,43.1172,-88.104
599,Point,6000,1.813649,43.6492,-88.4801
1091,Point,10920,1.819223,44.5114,-88.1576
269,Point,2700,1.838794,43.1511,-88.1676
676,Point,6770,1.839328,43.8244,-88.0093
72,Point,730,1.8408,42.6978,-88.087
404,Point,4050,1.840991,43.3428,-88.0231
640,Point,6410,1.8428,43.7567,-88.6679
1841,Point,18430,1.843688,46.3255,-91.9155
601,Point,6020,1.851346,43.6544,-87.827
1034,Point,10350,1.873331,44.4461,-87.8265
612,Point,6130,1.882383,43.6805,-87.8604
499,Point,5000,1.882695,43.4711,-88.959
861,Point,8620,1.886547,44.2139,-89.2355
391,Point,3920,1.893189,43.3267,-88.4954
1424,Point,14250,1.896167,44.9933,-87.3534
598,Point,5990,1.896249,43.6444,-87.8437
260,Point,2610,1.896638,43.1428,-88.1698
485,Point,4860,1.897717,43.455,-88.5801
730,Point,7310,1.922489,43.9522,-88.0832
1738,Point,17400,1.923299,45.8663,-92.5808
597,Point,5980,1.925073,44.6405,-90.1243
328,Point,3290,1.928626,43.2258,-88.6587
271,Point,2720,1.929082,43.1542,-88.1859
512,Point,5130,1.950451,43.4914,-88.402
1744,Point,17460,1.952291,45.8816,-92.6616
360,Point,3610,1.964915,43.2903,-88.737
633,Point,6340,1.966087,43.7403,-87.9606
93,Point,940,1.981236,42.7642,-88.2134
150,Point,1510,1.983766,42.9636,-87.9862
628,Point,6290,1.984766,43.7253,-88.7851
744,Point,7450,1.997339,43.9817,-88.6273
695,Point,6960,2.003759,43.8769,-88.1887
506,Point,5070,2.009113,43.4811,-88.8345
675,Point,6760,2.009751,43.8225,-88.7998
92,Point,930,2.014284,42.7614,-87.8392
682,Point,6830,2.015651,43.8416,-88.8293
427,Point,4280,2.016663,43.3756,-88.1968
479,Point,4800,2.017722,43.4458,-88.2106
1083,Point,10840,2.018756,44.5014,-88.1512
520,Point,5210,2.019859,43.5044,-88.5134
1631,Point,16330,2.0199,45.4405,-88.6551
672,Point,6730,2.024222,43.8153,-88.3548
1488,Point,14890,2.024728,45.1022,-87.1934
1494,Point,14950,2.025845,45.1125,-87.1651
113,Point,1140,2.039637,42.8295,-87.9487
277,Point,2780,2.040572,43.1586,-88.1907
935,Point,9360,2.045893,44.3236,-88.0809
422,Point,4230,2.047115,43.3686,-88.0434
1678,Point,16800,2.050478,45.5447,-88.7154
347,Point,3480,2.051349,43.2622,-88.5387
1208,Point,12090,2.053677,44.6391,-90.1651
1078,Point,10790,2.055732,44.4975,-87.9193
661,Point,6620,2.058383,43.7933,-88.7843
651,Point,6520,2.06122,43.7817,-88.3087
986,Point,9870,2.065331,44.3947,-88.1387
613,Point,6140,2.067804,43.6836,-88.1407
138,Point,1390,2.068886,42.9274,-88.3013
284,Point,2850,2.07406,43.1667,-88.1904
1498,Point,14990,2.074645,45.1202,-89.8379
1754,Point,17560,2.078734,45.9086,-92.2241
983,Point,9840,2.087241,44.3908,-89.4851
212,Point,2130,2.091207,43.0697,-88.039
398,Point,3990,2.10777,43.3339,-87.9615
268,Point,2690,2.107998,43.1508,-88.1823
953,Point,9540,2.109596,44.3508,-89.2171
584,Point,5850,2.110076,43.6189,-88.0385
1650,Point,16520,2.11043,45.4811,-88.9943
226,Point,2270,2.113578,43.0906,-88.202
1719,Point,17210,2.126385,45.7763,-92.3971
490,Point,4910,2.128035,43.4589,-88.9848
112,Point,1130,2.129955,42.827,-88.2479
255,Point,2560,2.143624,43.1339,-88.1598
647,Point,6480,2.148861,43.7755,-88.9212
1815,Point,18170,2.153801,46.1113,-89.2204
86,Point,870,2.156048,42.7414,-88.034
178,Point,1790,2.157482,43.02,-88.1179
442,Point,4430,2.16188,43.3964,-88.9582
867,Point,8680,2.169164,44.2236,-89.1621
1205,Point,12060,2.174255,44.6344,-89.1026
78,Point,790,2.17677,42.7139,-87.7967
800,Point,8010,2.178381,44.1094,-89.4835
157,Point,1580,2.181807,42.9795,-88.0693
946,Point,9470,2.183001,44.3422,-88.1259
210,Point,2110,2.185275,43.0656,-88.0056
519,Point,5200,2.187063,43.5014,-88.459
723,Point,7240,2.192956,43.9358,-88.1587
129,Point,1300,2.195392,42.897,-88.019
1686,Point,16880,2.200089,45.5713,-92.6641
655,Point,6560,2.203809,43.7867,-88.4579
590,Point,5910,2.215894,43.6278,-88.4476
111,Point,1120,2.217673,42.8236,-87.9156
275,Point,2760,2.218484,43.157,-88.1734
779,Point,7800,2.218485,44.0522,-88.2401
148,Point,1490,2.221736,42.9592,-87.8643
1701,Point,17030,2.224615,45.665,-90.2835
1525,Point,15260,2.227327,45.1653,-87.2237
582,Point,5830,2.228091,43.6167,-87.8993
166,Point,1670,2.229851,43.0056,-87.9623
1660,Point,16620,2.230859,45.4975,-88.8807
154,Point,1550,2.24188,42.972,-87.9201
258,Point,2590,2.242358,43.1392,-88.1612
232,Point,2330,2.24968,43.1,-88.4484
1082,Point,10830,2.251663,44.5003,-87.852
1300,Point,13010,2.253519,44.845,-87.3634
349,Point,3500,2.253573,43.2653,-88.0431
104,Point,1050,2.266026,42.8017,-87.8354
1018,Point,10190,2.272892,44.43,-87.8482
217,Point,2180,2.273922,43.0781,-88.0609
458,Point,4590,2.283578,43.4169,-88.0965
920,Point,9210,2.284609,44.3008,-88.0712
1592,Point,15930,2.285872,45.3116,-92.3607
84,Point,850,2.287765,42.737,-87.8406
1060,Point,10610,2.289548,44.4769,-88.1104
274,Point,2750,2.289739,43.1561,-88.1848
643,Point,6440,2.294167,43.7678,-88.4696
939,Point,9400,2.299544,44.33,-87.8382
1801,Point,18030,2.307067,46.0525,-89.0312
535,Point,5360,2.307454,43.5297,-88.5651
214,Point,2150,2.311815,43.0742,-88.0606
276,Point,2770,2.328047,43.1578,-88.0756
725,Point,7260,2.333483,43.9397,-88.5962
727,Point,7280,2.335042,43.9458,-88.5065
304,Point,3050,2.33885,43.1925,-87.9456
618,Point,6190,2.340207,43.6994,-88.6159
1069,Point,10700,2.349119,44.488,-87.7804
1526,Point,15270,2.353308,45.1239,-88.8265
339,Point,3400,2.353618,43.2458,-88.7637
679,Point,6800,2.35617,43.8342,-87.929
234,Point,2350,2.359858,43.1045,-88.4154
1643,Point,16450,2.360296,45.4705,-88.8632
684,Point,6850,2.362375,43.8478,-88.9623
1613,Point,16150,2.366059,45.3883,-89.6737
595,Point,5960,2.37001,43.6375,-87.8315
81,Point,820,2.378069,42.7284,-88.084
1221,Point,12220,2.38154,44.6572,-88.1282
152,Point,1530,2.396968,42.967,-87.9929
135,Point,1360,2.402935,42.9197,-87.9812
82,Point,830,2.415425,42.7317,-87.7823
635,Point,6360,2.421109,43.7436,-88.5068
681,Point,6820,2.42175,43.8391,-88.9443
329,Point,3300,2.430978,43.2275,-88.4576
302,Point,3030,2.432717,43.1908,-88.1348
689,Point,6900,2.439362,43.8575,-88.8637
737,Point,7380,2.442667,43.9661,-88.5451
1504,Point,15050,2.44402,45.128,-87.2365
1597,Point,15980,2.44599,45.3327,-91.6799
378,Point,3790,2.456122,43.3139,-88.5159
195,Point,1960,2.457524,43.0417,-88.0643
825,Point,8260,2.4584,44.1597,-89.0529
1707,Point,17090,2.459597,45.6927,-88.6354
566,Point,5670,2.462703,43.5867,-88.3123
561,Point,5620,2.465914,43.5736,-91.1107
1568,Point,15690,2.467102,45.2419,-89.0959
1476,Point,14770,2.474396,45.0797,-87.664
331,Point,3320,2.479815,43.2306,-87.9662
1065,Point,10660,2.485534,44.4836,-88.0312
567,Point,5680,2.493824,43.588,-88.4432
544,Point,5450,2.498239,43.5447,-88.5623
115,Point,1160,2.498683,42.8342,-88.2041
1794,Point,17960,2.500733,46.0183,-92.2407
1225,Point,12260,2.504198,44.6653,-88.0248
963,Point,9640,2.517063,44.3642,-88.0907
840,Point,8410,2.520123,44.1889,-89.3957
1551,Point,15520,2.525312,45.2083,-87.0757
1263,Point,12640,2.528838,44.7628,-87.3662
500,Point,5010,2.529314,43.4725,-88.7184
298,Point,2990,2.530963,43.1847,-87.9059
1622,Point,16240,2.53368,45.4136,-89.1226
272,Point,2730,2.538864,43.155,-88.1834
1800,Point,18020,2.546761,46.0447,-88.9987
340,Point,3410,2.550528,43.2469,-88.1359
855,Point,8560,2.556987,44.2055,-89.4565
379,Point,3800,2.562675,43.3144,-90.909
374,Point,3750,2.569953,43.3092,-88.0295
352,Point,3530,2.570738,43.2717,-88.4332
1716,Point,17180,2.572931,45.7508,-92.3649
403,Point,4040,2.576366,43.3408,-88.689
110,Point,1110,2.578389,42.8206,-87.877
1773,Point,17750,2.578672,45.9683,-89.0604
898,Point,8990,2.588649,44.2703,-88.0229
1336,Point,13370,2.591548,44.8928,-87.2857
514,Point,5150,2.592776,43.4953,-88.8137
691,Point,6920,2.598177,43.8642,-88.7926
1061,Point,10620,2.599067,44.4789,-87.5962
1557,Point,15580,2.599996,45.2197,-88.9873
658,Point,6590,2.603818,43.7903,-88.2357
319,Point,3200,2.607593,43.2156,-88.6579
303,Point,3040,2.60902,43.1914,-87.9712
125,Point,1260,2.609507,42.8792,-88.4632
356,Point,3570,2.612579,43.2783,-88.4632
243,Point,2440,2.612947,43.1161,-87.9145
1180,Point,11810,2.614793,44.608,-88.0904
1632,Point,16340,2.616939,45.4444,-92.4613
465,Point,4660,2.617717,43.4275,-88.994
1574,Point,15750,2.621319,45.2566,-89.0943
592,Point,5930,2.624292,43.6317,-88.8143
680,Point,6810,2.627708,43.8358,-88.3509
1460,Point,14610,2.628222,45.05,-87.2668
644,Point,6450,2.628234,43.7691,-90.1468
1772,Point,17740,2.629258,45.9633,-89.2171
668,Point,6690,2.630141,43.8086,-88.4868
1184,Point,11850,2.64508,44.613,-88.7668
735,Point,7360,2.65156,43.9625,-88.6243
603,Point,6040,2.656977,43.6592,-87.9981
161,Point,1620,2.65816,42.9922,-88.1615
1486,Point,14870,2.666778,45.1,-87.7432
547,Point,5480,2.673349,43.5522,-88.7226
1662,Point,16640,2.675142,45.5025,-87.989
1520,Point,15210,2.675659,45.1564,-87.1301
1625,Point,16270,2.683875,45.4222,-91.7438
324,Point,3250,2.684539,43.2206,-87.9559
1219,Point,12200,2.695545,44.6552,-90.4846
749,Point,7500,2.696488,43.9961,-88.6021
278,Point,2790,2.705357,43.1595,-88.1887
248,Point,2490,2.710639,43.1233,-88.199
372,Point,3730,2.710663,43.3075,-88.7209
484,Point,4850,2.713266,43.4539,-87.8404
423,Point,4240,2.730256,43.3697,-88.4862
229,Point,2300,2.735376,43.0945,-88.0393
751,Point,7520,2.741927,44.0008,-88.154
1175,Point,11760,2.752036,44.6008,-90.3743
739,Point,7400,2.761051,43.9697,-88.1932
463,Point,4640,2.761521,43.4247,-88.7971
312,Point,3130,2.76439,43.2039,-88.9129
1483,Point,14840,2.771754,45.0939,-87.1948
787,Point,7880,2.780764,44.0714,-88.2932
781,Point,7820,2.783191,44.0561,-89.3087
188,Point,1890,2.784567,43.0345,-88.0776
279,Point,2800,2.790431,43.1606,-88.1845
1216,Point,12170,2.79406,44.6519,-88.0054
495,Point,4960,2.79461,43.4666,-91.1071
1295,Point,12960,2.800402,44.8322,-87.3768
539,Point,5400,2.800546,43.5367,-88.9515
1066,Point,10670,2.803621,44.4855,-88.0557
1510,Point,15110,2.810433,45.14,-87.1934
343,Point,3440,2.812023,43.2533,-88.4629
308,Point,3090,2.815589,43.1972,-88.6823
236,Point,2370,2.818397,43.1147,-88.2712
688,Point,6890,2.827774,43.853,-88.8509
988,Point,9890,2.842515,44.3961,-89.2679
956,Point,9570,2.844032,44.355,-89.0865
477,Point,4780,2.844885,43.4422,-88.7565
348,Point,3490,2.846692,43.2639,-88.6843
256,Point,2570,2.852769,43.135,-88.0279
528,Point,5290,2.869703,43.5183,-87.9576
1231,Point,12320,2.870147,44.6761,-87.4679
1561,Point,15620,2.879421,45.2302,-89.4037
665,Point,6660,2.888585,43.7994,-87.977
1319,Point,13200,2.89386,44.8736,-87.2751
491,Point,4920,2.900009,43.4605,-88.8029
764,Point,7650,2.903497,44.0253,-88.3037
636,Point,6370,2.905301,43.7453,-88.8754
1811,Point,18130,2.906584,46.0933,-89.2518
1466,Point,14670,2.909451,45.0597,-87.1723
223,Point,2240,2.919362,43.0861,-88.167
406,Point,4070,2.940391,43.3467,-88.4784
879,Point,8800,2.944826,44.2414,-87.9454
563,Point,5640,2.946443,43.5767,-88.9293
686,Point,6870,2.958984,43.8504,-88.1782
1233,Point,12340,2.965227,44.6786,-88.8868
1623,Point,16250,2.969631,45.4155,-89.4107
489,Point,4900,2.974601,43.4586,-87.8104
428,Point,4290,2.982723,43.3786,-88.9115
562,Point,5630,2.983986,43.5747,-88.6726
1113,Point,11140,2.989414,44.538,-88.0865
1143,Point,11440,2.996817,44.5646,-88.3285
1553,Point,15540,2.997537,45.2119,-88.9773
614,Point,6150,3.001137,43.6872,-90.756
557,Point,5580,3.002329,43.5675,-88.5796
322,Point,3230,3.002779,43.2189,-88.9648
625,Point,6260,3.002795,43.7175,-88.3365
1469,Point,14700,3.003272,45.0655,-87.6943
335,Point,3360,3.01934,43.238,-88.9498
697,Point,6980,3.021641,43.8822,-90.1593
1562,Point,15630,3.023043,45.2327,-88.8562
1610,Point,16120,3.046546,45.3761,-88.8229
478,Point,4790,3.047972,43.4436,-88.4554
550,Point,5510,3.071191,43.5575,-88.5368
1708,Point,17100,3.079874,45.7002,-92.288
237,Point,2380,3.080837,43.1078,-88.1943
1478,Point,14790,3.092048,45.0841,-89.0848
1258,Point,12590,3.114164,44.7483,-87.5059
570,Point,5710,3.115861,43.5936,-87.8151
553,Point,5540,3.116375,43.5603,-88.4509
1601,Point,16030,3.122265,45.3486,-91.7204
380,Point,3810,3.122414,43.3156,-88.5195
338,Point,3390,3.124998,43.2439,-88.6945
368,Point,3690,3.128356,43.3019,-88.4376
593,Point,5940,3.130555,43.6328,-88.734
390,Point,3910,3.134139,43.3256,-88.8312
556,Point,5570,3.135485,43.565,-88.4062
433,Point,4340,3.141381,43.3853,-88.467
1598,Point,15990,3.148377,45.3372,-89.1334
311,Point,3120,3.149756,43.2061,-88.4587
1734,Point,17360,3.160318,45.8452,-88.4368
432,Point,4330,3.163571,43.3839,-88.6045
906,Point,9070,3.175456,44.2816,-89.1868
